No,Title,Image,Rating,ProdLink,TotalReviews,Price,OrgPrice,CouponsDesc,CouponsSummery,CouponPrice,PercentReduction,id
157,"HP 17 Business Laptop 17.3In FHD IPS (300 nits, 100% sRGB) 11th Gen Intel Quad-Core i5-1135G7 (Beats i7-1065G7) 16GB RAM 512GB SSD Iris Xe Graphics Office365 Win11 Silver + HDMI Cable, Laptop, DDR4 |",https://m.media-amazon.com/images/I/712OKWbdVGL._AC_UY218_.jpg,4.6 out of 5 stars,https://www.amazon.com/HP-Laptop-Quad-Core-i5-1135G7-i7-1065G7/dp/B09LHQRGW6/ref=sr_1_127?crid=2B401HKFWIGYU&keywords=hp+laptops&qid=1651286570&refinements=p_72%3A1248879011&rnid=1248877011&s=electronics&sprefix=Hp+%2Caps%2C654&sr=1-127,8.0,529.0,699.0,,More Buying Choices,529.0,24.3204577969,157
330,"2020 HP 14-inch HD Touchscreen Premium Laptop PC, AMD Ryzen 3 3200U Processor, 8GB DDR4 Memory, 256GB SSD, Bluetooth, Windows 10, Silver",https://m.media-amazon.com/images/I/51kbfGrA9YL._AC_UY218_.jpg,4.6 out of 5 stars,https://www.amazon.com/HP-Touchscreen-Laptop-Processor-Bluetooth/dp/B0871RN3V6/ref=sr_1_295?crid=2B401HKFWIGYU&keywords=hp+laptops&qid=1651286680&refinements=p_72%3A1248879011&rnid=1248877011&s=electronics&sprefix=Hp+%2Caps%2C654&sr=1-295,938.0,369.99,485.0,FREE Shipping,More Buying Choices,369.99,23.7134020619,330
338,"HP 2019 14"" Laptop - Intel Core i3 - 8GB Memory - 128GB Solid State Drive - Ash Silver Keyboard Frame (14-CF0014DX)",https://m.media-amazon.com/images/I/81Q71WtLBlL._AC_UY218_.jpg,4.3 out of 5 stars,https://www.amazon.com/HP-2019-14-Laptop-14-CF0014DX/dp/B07KNLVRJ2/ref=sr_1_304?crid=2B401HKFWIGYU&keywords=hp+laptops&qid=1651286680&refinements=p_72%3A1248879011&rnid=1248877011&s=electronics&sprefix=Hp+%2Caps%2C654&sr=1-304,1728.0,318.0,415.0,FREE Shipping,More Buying Choices,318.0,23.3734939759,338
192,"HP 2020 Newest Pavilion X360 2-in-1 Convertible 14"" HD Touch-Screen Laptop, 10th Gen Intel Core i3-1005G1, 8GB Ram, 128GB Ssd, Wifi, Webcam, Win 10 S",https://m.media-amazon.com/images/I/71V4812suvL._AC_UY218_.jpg,4.5 out of 5 stars,https://www.amazon.com/HP-X360-Convertible-Touch-Screen-i3-1005G1/dp/B08CDTP2Q1/ref=sr_1_164?crid=2B401HKFWIGYU&keywords=hp+laptops&qid=1651286581&refinements=p_72%3A1248879011&rnid=1248877011&s=electronics&sprefix=Hp+%2Caps%2C654&sr=1-164,634.0,379.0,492.0,FREE Shipping,-30%,379.0,22.9674796748,192
104,"HP - Pavilion x360 2-in-1 14"" Touch-Screen Laptop - Intel Core i5 - 8GB Memory - 256GB SSD - Warm Gold - 14m-dw1023dx",https://m.media-amazon.com/images/I/81LaRDm7leL._AC_UY218_.jpg,4.6 out of 5 stars,https://www.amazon.com/HP-Pavilion-2-Touch-Screen-14m-dw1023dx/dp/B08MV1GZKV/ref=sr_1_84?crid=2B401HKFWIGYU&keywords=hp+laptops&qid=1651286543&refinements=p_72%3A1248879011&rnid=1248877011&s=electronics&sprefix=Hp+%2Caps%2C654&sr=1-84,44.0,499.0,647.0,FREE Shipping,More Buying Choices,499.0,22.8748068006,104
252,"HP 17 Laptop, 11th Gen Intel Core i5-1135G7, 8 GB RAM, 256 GB SSD Storage, 17.3-inch HD+ Display, Windows 10 Home, Anti-Glare Screen, Long Battery Life, Web-cam & Dual Mics (17-cn0021nr, 2021)",https://m.media-amazon.com/images/I/81PRRzGYyAS._AC_UY218_.jpg,4.3 out of 5 stars,https://www.amazon.com/HP-i5-1135G7-17-3-inch-Anti-Glare-17-cn0021nr/dp/B08ZK18TWF/ref=sr_1_233?crid=2B401HKFWIGYU&keywords=hp+laptops&qid=1651286613&refinements=p_72%3A1248879011&rnid=1248877011&s=electronics&sprefix=Hp+%2Caps%2C654&sr=1-233,250.0,430.0,556.0,FREE Shipping by Amazon,More Buying Choices,430.0,22.6618705036,252
171,"HP Chromebook 11-inch Laptop - MediaTek - MT8183 - 4 GB RAM - 32 GB eMMC Storage - 11.6-inch HD Display - with Chrome OS™ - (11a-na0010nr, 2020 model)",https://m.media-amazon.com/images/I/81EY2GIfktL._AC_UY218_.jpg,4.5 out of 5 stars,https://www.amazon.com/HP-Chromebook-11-inch-Laptop-11a-na0010nr/dp/B08HJT1BKQ/ref=sr_1_147_mod_primary_new?crid=2B401HKFWIGYU&keywords=hp+laptops&qid=1651286581&refinements=p_72%3A1248879011&rnid=1248877011&s=electronics&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sprefix=Hp+%2Caps%2C654&sr=1-147,5040.0,99.0,127.99,$11.45 shipping,-51%,99.0,22.6502070474,171
42,"HP - 14-fq0060nr 14 Laptop, AMD 3020e, 4 GB RAM, 64 GB eMMC Storage, 14-inch HD Touchscreen, Windows 10 Home in S Mode, Long Battery Life, Microsoft 365, (14-fq0060nr, 2020) Pale Rose Gold",https://m.media-amazon.com/images/I/81PVeGGuU0L._AC_UY218_.jpg,4.6 out of 5 stars,https://www.amazon.com/HP-14-fq0060nr-Storage-Touchscreen-Microsoft/dp/B08J8CHKCM/ref=sr_1_37?crid=2B401HKFWIGYU&keywords=hp+laptops&qid=1651286513&refinements=p_72%3A1248879011&rnid=1248877011&s=electronics&sprefix=Hp+%2Caps%2C654&sr=1-37,115.0,239.99,309.99,FREE Shipping by Amazon,More Buying Choices,239.99,22.5813735927,42
158,"New HP 15.6"" HD Touchscreen Laptop Intel Core i3-1005G1 8GB DDR4 RAM 128GB SSD HDMI Bluetooth 802.11/b/g/n/ac Windows 10 15-dy1731ms Silver",https://m.media-amazon.com/images/I/81QlA9bY4PL._AC_UY218_.jpg,4.6 out of 5 stars,https://www.amazon.com/HP-Touchscreen-i3-1005G1-Bluetooth-15-dy1731ms/dp/B082358X13/ref=sr_1_129?crid=2B401HKFWIGYU&keywords=hp+laptops&qid=1651286570&refinements=p_72%3A1248879011&rnid=1248877011&s=electronics&sprefix=Hp+%2Caps%2C654&sr=1-129,1650.0,398.0,514.0,FREE Shipping,More Buying Choices,398.0,22.5680933852,158
248,"2022 Newest HP Pavilion Laptop, 15.6"" Full HD Touchscreen, Intel Core i7-1195G7 Quad-Core Processor, 32GB RAM, 1TB PCIe NVMe SSD, Backlit Keyboard, Webcam, HDMI, Wi-Fi 6, Bluetooth, Windows 11 Home",https://m.media-amazon.com/images/I/61mdxYHfeAS._AC_UY218_.jpg,4.1 out of 5 stars,https://www.amazon.com/HP-Pavilion-Touchscreen-i7-1165G7-Bluetooth/dp/B08PW1CCXC/ref=sr_1_229?crid=2B401HKFWIGYU&keywords=hp+laptops&qid=1651286613&refinements=p_72%3A1248879011&rnid=1248877011&s=electronics&sprefix=Hp+%2Caps%2C654&sr=1-229,53.0,929.0,1199.0,,More Buying Choices,929.0,22.518765638,248
430,"HP Chromebook x360 14 Laptop, Intel Celeron Processor, 4 GB RAM, 32 GB eMMC, 14” HD (1366 x 768), Chrome OS, Webcam & Dual Mics, Work, Entertainment, School, Long Battery Life (14a-ca0040nr, 2021)",https://m.media-amazon.com/images/I/71m28vV+ZNS._AC_UY218_.jpg,4.5 out of 5 stars,https://www.amazon.com/HP-Chromebook-Processor-Entertainment-14a-ca0040nr/dp/B094WBWZCG/ref=sr_1_381?crid=2B401HKFWIGYU&keywords=hp+laptops&qid=1651286722&refinements=p_72%3A1248879011&rnid=1248877011&s=electronics&sprefix=Hp+%2Caps%2C654&sr=1-381,13.0,201.95,258.95,Save 28%,More Buying Choices,201.95,22.0119714231,430
38,"New 2022 HP 17.3"" FHD IPS Display, 11th Gen Intel Core i3-1115G4, Windows 11 Home, 8GB RAM, 256GB SSD, Wi-Fi 5, Bluetooth, HDMI, Webcam",https://m.media-amazon.com/images/I/71yAny14AVL._AC_UY218_.jpg,4.2 out of 5 stars,https://www.amazon.com/HP-Display-i3-1115G4-Windows-Bluetooth/dp/B09LJPW1SQ/ref=sr_1_33?crid=2B401HKFWIGYU&keywords=hp+laptops&qid=1651286513&refinements=p_72%3A1248879011&rnid=1248877011&s=electronics&sprefix=Hp+%2Caps%2C654&sr=1-33,11.0,319.0,408.5,FREE Shipping by Amazon,-9%,319.0,21.9094247246,38
206,"New 2022 HP 17.3"" FHD IPS Display, 11th Gen Intel Core i5-1135G7(Beats i7-8500), Windows 11 Home, 8GB RAM, 512GB SSD, Wi-Fi 5, Bluetooth, HDMI, Webcam",https://m.media-amazon.com/images/I/71ZaiUsdi3L._AC_UY218_.jpg,4.3 out of 5 stars,https://www.amazon.com/HP-Display-i5-1135G7-i7-8500-Bluetooth/dp/B09L2DPHRV/ref=sr_1_172?crid=2B401HKFWIGYU&keywords=hp+laptops&qid=1651286594&refinements=p_72%3A1248879011&rnid=1248877011&s=electronics&sprefix=Hp+%2Caps%2C654&sr=1-172,63.0,449.0,574.49,FREE Shipping by Amazon,More Buying Choices,449.0,21.843722258,206
190,"2020 HP 15.6"" Touchscreen Laptop Computer/ 10th Gen Intel Quard-Core i5 1035G1 up to 3.6GHz/ 12GB DDR4 RAM/ 256GB PCIe SSD/ 802.11ac WiFi/ Bluetooth 4.2/ USB 3.1 Type-C/ HDMI/ Silver/ Windows 10 Home",https://m.media-amazon.com/images/I/71KTYF34WmL._AC_UY218_.jpg,4.6 out of 5 stars,https://www.amazon.com/HP-Touchscreen-Computer-Quard-Core-Bluetooth/dp/B08BMLZKL2/ref=sr_1_162_mod_primary_new?crid=2B401HKFWIGYU&keywords=hp+laptops&qid=1651286581&refinements=p_72%3A1248879011&rnid=1248877011&s=electronics&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sprefix=Hp+%2Caps%2C654&sr=1-162,519.0,449.0,569.95,FREE Shipping,More Buying Choices,449.0,21.2211597509,190
350,HP 17-cn 17.3-inch Full HD IPS Intel 11th Gen Core i5-1135G7 12GB RAM 512GB SSD Win 10 Laptop,https://m.media-amazon.com/images/I/61pr6iD0g3L._AC_UY218_.jpg,5.0 out of 5 stars,https://www.amazon.com/HP-17-cn-17-3-inch-i5-1135G7-Laptop/dp/B098TY63V4/ref=sr_1_315?crid=2B401HKFWIGYU&keywords=hp+laptops&qid=1651286694&refinements=p_72%3A1248879011&rnid=1248877011&s=electronics&sprefix=Hp+%2Caps%2C654&sr=1-315,5.0,489.0,619.58,FREE Shipping,More Buying Choices,489.0,21.0755673198,350
10,"HP 17-inch Laptop, 11th Generation Intel Core i5-1135G7, Intel Iris Xe Graphics, 8 GB RAM, 256 GB SSD, Windows 11 Home (17-cn0025nr,Natural Silver)",https://m.media-amazon.com/images/I/71Jsnu1EdrL._AC_UY218_.jpg,4.6 out of 5 stars,https://www.amazon.com/HP-Generation-i5-1135G7-Graphics-17-cn0025nr/dp/B09FXLRBFQ/ref=sr_1_11?crid=2B401HKFWIGYU&keywords=hp+laptops&qid=1651286493&refinements=p_72%3A1248879011&rnid=1248877011&s=electronics&sprefix=Hp+%2Caps%2C654&sr=1-11,285.0,460.59,576.8,FREE Shipping by Amazon,-10%,460.59,20.1473647712,10
5,"HP Pavilion 15 Laptop, 11th Gen Intel Core i7-1165G7 Processor, 16 GB RAM, 512 GB SSD Storage, Full HD IPS micro-edge Display, Windows 11 Pro, Compact Design, Long Battery Life (15-eg0025nr, 2021)",https://m.media-amazon.com/images/I/711Nx6ZoRML._AC_UY218_.jpg,4.2 out of 5 stars,https://www.amazon.com/HP-i7-1165G7-Processor-Micro-Edge-15-eg0025nr/dp/B09FX1YF28/ref=sr_1_6?crid=2B401HKFWIGYU&keywords=hp+laptops&qid=1651286493&refinements=p_72%3A1248879011&rnid=1248877011&s=electronics&sprefix=Hp+%2Caps%2C654&sr=1-6,255.0,666.34,833.36,FREE Shipping by Amazon,More Buying Choices,666.34,20.0417586637,5
84,"2022 Newest HP 15 Laptop, 15.6-inch Full HD Display, 11th Gen Intel Core i7-1165G7 Processor, Intel Iris Xe Graphics, 16GB Memory, 1TB PCIe NVMe M.2 SSD, Windows 11 Home, Black",https://m.media-amazon.com/images/I/51uG6H2MLzL._AC_UY218_.jpg,4.4 out of 5 stars,https://www.amazon.com/HP-15-6-inch-i7-1165G7-Processor-Graphics/dp/B09PMV99P9/ref=sr_1_69?crid=2B401HKFWIGYU&keywords=hp+laptops&qid=1651286529&refinements=p_72%3A1248879011&rnid=1248877011&s=electronics&sprefix=Hp+%2Caps%2C654&sr=1-69,14.0,719.0,899.0,,More Buying Choices,719.0,20.022246941,84
409,"HP 17.3"" Full HD IPS Premium Laptop | 11th Generation Intel Core i5-1135G7 | Intel Iris Xe Graphics | 32GB DDR4 | 1TB HDD | Windows 10 Home | Silver | with USB3.0 HUB Bundle",https://m.media-amazon.com/images/I/61hNkNX7VvL._AC_UY218_.jpg,5.0 out of 5 stars,https://www.amazon.com/HP-Premium-Generation-i5-1135G7-Graphics/dp/B09NLWXHQL/ref=sr_1_364?crid=2B401HKFWIGYU&keywords=hp+laptops&qid=1651286722&refinements=p_72%3A1248879011&rnid=1248877011&s=electronics&sprefix=Hp+%2Caps%2C654&sr=1-364,1.0,659.0,819.99,,More Buying Choices,659.0,19.6331662581,409
138,"[Windows 11 Home] 2021 Newest HP 17z Laptop, 17.3"" HD+ Screen, AMD Athlon Gold 3150U Processor, 16GB DDR4 RAM, 1TB Hard Disk Drive, Wi-Fi, Webcam, Zoom Meeting, HDMI, Black",https://m.media-amazon.com/images/I/61-2YRoFCpL._AC_UY218_.jpg,4.5 out of 5 stars,https://www.amazon.com/Windows-HP-17z-Processor-Meeting/dp/B09JTYG5RL/ref=sr_1_113?crid=2B401HKFWIGYU&keywords=hp+laptops&qid=1651286556&refinements=p_72%3A1248879011&rnid=1248877011&s=electronics&sprefix=Hp+%2Caps%2C654&sr=1-113,112.0,458.0,569.0,,More Buying Choices,458.0,19.5079086116,138
151,"Newest HP Envy 2-in-1 Flip Laptop, 15.6"" Full HD Touchscreen, 11th Gen Intel Core i7-1195G7 Processor, 16GB RAM, 1TB SSD, Backlit Keyboard, Webcam, Wi-Fi 6, Bluetooth, HDMI, Windows 11 Home, Silver",https://m.media-amazon.com/images/I/71kCG9EfkFL._AC_UY218_.jpg,4.5 out of 5 stars,https://www.amazon.com/HP-Envy-Touchscreen-i7-1195G7-Processor/dp/B09F83NFPW/ref=sr_1_121?crid=2B401HKFWIGYU&keywords=hp+laptops&qid=1651286570&refinements=p_72%3A1248879011&rnid=1248877011&s=electronics&sprefix=Hp+%2Caps%2C654&sr=1-121,37.0,1049.0,1299.0,,More Buying Choices,1049.0,19.2455735181,151
368,"HP Pavilion Gaming 15.6-Inch Micro-EDGE Laptop, Intel Core i5-9300H Processor, NVIDIA GeForce GTX 1650 (4 GB), 8 GB SDRAM, 256 GB SSD, Windows 10 Home (15-dk0020nr, Shadow Black/Acid Green)",https://m.media-amazon.com/images/I/810gynDZHzL._AC_UY218_.jpg,4.7 out of 5 stars,https://www.amazon.com/HP-Pavilion-Micro-EDGE-Processor-15-dk0020nr/dp/B07SC6HG74/ref=sr_1_329?crid=2B401HKFWIGYU&keywords=hp+laptops&qid=1651286694&refinements=p_72%3A1248879011&rnid=1248877011&s=electronics&sprefix=Hp+%2Caps%2C654&sr=1-329,1094.0,639.98,782.0,FREE Shipping,More Buying Choices,639.98,18.1611253197,368
15,"2022 Newest HP 15.6"" FHD IPS Laptop Computer, Intel Celeron N4020(up to 2.8 GHz), 8GB RAM, 128GB SSD, Office 365, HDMI, Bluetooth, Webcam, USB-C, Windows 10S, Black, Online Class Ready, JVQ Mousepad",https://m.media-amazon.com/images/I/41Zd066sHIL._AC_UY218_.jpg,4.4 out of 5 stars,https://www.amazon.com/HP-Laptop-Computer-Bluetooth-Mousepad/dp/B09GCKZMRD/ref=sr_1_16?crid=2B401HKFWIGYU&keywords=hp+laptops&qid=1651286493&refinements=p_72%3A1248879011&rnid=1248877011&s=electronics&sprefix=Hp+%2Caps%2C654&sr=1-16,263.0,329.0,399.0,FREE Shipping by Amazon,More Buying Choices,329.0,17.5438596491,15
209,"HP 15-dw0083wm Laptop, 15.6"" HD (1366 x 768), Intel Pentium Silver N5030, 4 GB RAM, 128 GB SSD, Webcam, Windows 10 S",https://m.media-amazon.com/images/I/71jMHGfqXxL._AC_UY218_.jpg,4.9 out of 5 stars,https://www.amazon.com/HP-15-dw0083wm-Laptop-Pentium-Windows/dp/B09BDW944D/ref=sr_1_175?crid=2B401HKFWIGYU&keywords=hp+laptops&qid=1651286594&refinements=p_72%3A1248879011&rnid=1248877011&s=electronics&sprefix=Hp+%2Caps%2C654&sr=1-175,8.0,259.99,314.99,FREE Shipping,More Buying Choices,259.99,17.4608717737,209
153,"2021 Newest HP 15 15.6"" FHD Laptop Computer, Intel Quad-Core i5-1135G7 up to 4.2GHz (Beat i7-1065G7), 8GB DDR4 RAM, 512GB PCIe SSD, AC WiFi, Bluetooth 5.0, Webcam, Type-C, Windows 10, 64GB Flash Drive",https://m.media-amazon.com/images/I/91RVo7q+TmL._AC_UY218_.jpg,4.4 out of 5 stars,https://www.amazon.com/HP-15-Micro-Edge-Touchscreen-Quad-Core/dp/B089MCLQR3/ref=sr_1_123?crid=2B401HKFWIGYU&keywords=hp+laptops&qid=1651286570&refinements=p_72%3A1248879011&rnid=1248877011&s=electronics&sprefix=Hp+%2Caps%2C654&sr=1-123,181.0,539.0,649.0,,More Buying Choices,539.0,16.9491525424,153
176,"2021 Newest HP 17 Laptop, 17"" HD+ Anti-Glare Screen, 11th Gen Intel Core i5-1135G7, Intel Iris Xe Graphics, 16 GB RAM, 1 TB PCIe SSD, Long Battery Life, Webcam, Mics, Win10, Silver + Microfiber Cloth",https://m.media-amazon.com/images/I/71vvGR8LOxS._AC_UY218_.jpg,4.3 out of 5 stars,https://www.amazon.com/HP-17-Laptop-Anti-Glare-Microfiber/dp/B096YGTBG2/ref=sr_1_147?crid=2B401HKFWIGYU&keywords=hp+laptops&qid=1651286581&refinements=p_72%3A1248879011&rnid=1248877011&s=electronics&sprefix=Hp+%2Caps%2C654&sr=1-147,108.0,666.39,799.99,FREE Shipping by Amazon,More Buying Choices,666.39,16.7002087526,176
366,HP Laptop 15 Business Computer 15.6” Diagonal FHD Display AMD Hexa-Core Ryzen 5 5500U (Beats i7-10710U) 8GB RAM 512GB SSD AMD Radeon Graphics USB-C Office365 Spruce Blue + HDMI Cable,https://m.media-amazon.com/images/I/71vuZ9fDvFL._AC_UY218_.jpg,4.7 out of 5 stars,https://www.amazon.com/HP-Laptop-Hexa-Core-i7-10710U-Office365/dp/B09NKXL4MX/ref=sr_1_327?crid=2B401HKFWIGYU&keywords=hp+laptops&qid=1651286694&refinements=p_72%3A1248879011&rnid=1248877011&s=electronics&sprefix=Hp+%2Caps%2C654&sr=1-327,9.0,459.0,549.0,,More Buying Choices,459.0,16.393442623,366
454,"2022 HP Stream 14"" HD Display, Intel Celeron N4000 Dual-Core, 4GB DDR4 Memory, 128GB Storage (64GB eMMC + 64GB Card), HDMI, WiFi, Webcam, Bluetooth, 1-Year Microsoft 365, Win 11 Home S, Rose Pink",https://m.media-amazon.com/images/I/71vQYnuAMvL._AC_UY218_.jpg,4.1 out of 5 stars,https://www.amazon.com/HP-14-Dual-Core-Bluetooth-Microsoft/dp/B09NJWP7DY/ref=sr_1_400?crid=2B401HKFWIGYU&keywords=hp+laptops&qid=1651286736&refinements=p_72%3A1248879011&rnid=1248877011&s=electronics&sprefix=Hp+%2Caps%2C654&sr=1-400,15.0,249.95,298.95,FREE Shipping by Amazon,More Buying Choices,249.95,16.3907007861,454
24,"HP 14 Laptop, Intel Celeron N4020, 4 GB RAM, 64 GB Storage, 14-inch HD Touchscreen, Windows 10 Home, Thin & Portable, 4K Graphics, One Year of Microsoft 365 (14-dq0060nr, 2021, Jet Black)",https://m.media-amazon.com/images/I/81f8hhlXzLS._AC_UY218_.jpg,4.4 out of 5 stars,https://www.amazon.com/HP-Touchscreen-Portable-Microsoft-14-dq0060nr/dp/B09479KMGB/ref=sr_1_25?crid=2B401HKFWIGYU&keywords=hp+laptops&qid=1651286493&refinements=p_72%3A1248879011&rnid=1248877011&s=electronics&sprefix=Hp+%2Caps%2C654&sr=1-25,150.0,200.98,239.99,FREE Shipping,-17%,200.98,16.2548439518,24
177,HP 15 Laptop 15.6” Diagonal FHD IPS Display Intel Celeron N4020 Processor 4GB RAM 128GB SSD Intel UHD Graphics 600 USB-C Office365(1-Year) Webcam Win10 Black + HDMI Cable,https://m.media-amazon.com/images/I/71xFJtWnlWL._AC_UY218_.jpg,4.3 out of 5 stars,https://www.amazon.com/HP-15-Laptop-Processor-Office365/dp/B09B39DWXB/ref=sr_1_148?crid=2B401HKFWIGYU&keywords=hp+laptops&qid=1651286581&refinements=p_72%3A1248879011&rnid=1248877011&s=electronics&sprefix=Hp+%2Caps%2C654&sr=1-148,14.0,259.0,309.0,,More Buying Choices,259.0,16.1812297735,177
309,"2020 HP Envy x360 2-in-1 13.3"" FHD IPS Touchscreen Laptop Intel Evo Platform 11th Gen Core i7-1165G7 8GB Memory 512GB SSD Pale Gold - Backlit Keyboard -Fingerprint Reader -Thunderbolt - WiFi 6",https://m.media-amazon.com/images/I/81OEAojCZeL._AC_UY218_.jpg,4.5 out of 5 stars,https://www.amazon.com/HP-Touchscreen-Laptop-Platform-i7-1165G7/dp/B08M9CCQD3/ref=sr_1_280?crid=2B401HKFWIGYU&keywords=hp+laptops&qid=1651286663&refinements=p_72%3A1248879011&rnid=1248877011&s=electronics&sprefix=Hp+%2Caps%2C654&sr=1-280,203.0,709.0,840.0,FREE Shipping by Amazon,-5%,709.0,15.5952380952,309
139,"HP 14 Laptop, Intel Celeron N4020, 4 GB RAM, 64 GB Storage, 14-inch Micro-Edge HD Display, Windows 10 Home, Thin & Portable, 4K Graphics, One Year of Microsoft 365 (14-dq0030nr, 2021, Pale Rose Gold)",https://m.media-amazon.com/images/I/818vEGdvS+S._AC_UY218_.jpg,4.4 out of 5 stars,https://www.amazon.com/HP-Micro-Edge-Portable-Microsoft-14-dq0030nr/dp/B094BKKPXX/ref=sr_1_114?crid=2B401HKFWIGYU&keywords=hp+laptops&qid=1651286556&refinements=p_72%3A1248879011&rnid=1248877011&s=electronics&sprefix=Hp+%2Caps%2C654&sr=1-114,231.0,199.0,234.99,FREE Shipping by Amazon,-10%,199.0,15.3155453424,139
269,"HP Chromebook 14b Laptop, AMD Athlon Silver 3050C Mobile Processor, 4 GB RAM, 64 GB eMMC Storage, 14-inch Full HD IPS Touchscreen, Google Chrome OS, Audio by B&O, Privacy Camera (14b-na0010nr, 2021)",https://m.media-amazon.com/images/I/81C023QkU7L._AC_UY218_.jpg,4.4 out of 5 stars,https://www.amazon.com/HP-Chromebook-Processor-Touchscreen-14b-na0010nr/dp/B08XB1DL1W/ref=sr_1_244?crid=2B401HKFWIGYU&keywords=hp+laptops&qid=1651286634&refinements=p_72%3A1248879011&rnid=1248877011&s=electronics&sprefix=Hp+%2Caps%2C654&sr=1-244,23.0,315.0,369.99,FREE Shipping by Amazon,More Buying Choices,315.0,14.8625638531,269
292,HP Stream 14-cb Laptop Intel Celeron 4GB RAM 64GB eMMC 14-inch HD WLED Office 365 Personal 1-Year Win 10 s,https://m.media-amazon.com/images/I/61Jtyr5RPYL._AC_UY218_.jpg,4.5 out of 5 stars,https://www.amazon.com/HP-Stream-Celeron-14-inch-Personal/dp/B08LDBDRV6/ref=sr_1_267?crid=2B401HKFWIGYU&keywords=hp+laptops&qid=1651286663&refinements=p_72%3A1248879011&rnid=1248877011&s=electronics&sprefix=Hp+%2Caps%2C654&sr=1-267,427.0,194.99,228.99,FREE Shipping by Amazon,-7%,194.99,14.847809948,292
286,HP Stream 14-cb Laptop Intel Celeron 4GB RAM 64GB eMMC 14-inch HD WLED Office 365 Personal 1-Year Win 10 s,https://m.media-amazon.com/images/I/61Jtyr5RPYL._AC_UY218_.jpg,4.5 out of 5 stars,https://www.amazon.com/HP-Stream-Celeron-14-inch-Personal/dp/B08LDBDRV6/ref=sr_1_262?crid=2B401HKFWIGYU&keywords=hp+laptops&qid=1651286634&refinements=p_72%3A1248879011&rnid=1248877011&s=electronics&sprefix=Hp+%2Caps%2C654&sr=1-262,427.0,194.99,228.99,FREE Shipping by Amazon,-7%,194.99,14.847809948,286
264,"2021 HP Laptop 15.6"" HD Touch Screen, 11th Gen Intel Core i5-1135G7(Beat i7-1065G7), 16GB RAM, 1TB SSD, Backlit Keyboard, HDMI, Wi-Fi, Webcam, Windows 10 | VAATE HDMI Cable",https://m.media-amazon.com/images/I/51kPzoz7C1S._AC_UY218_.jpg,4.5 out of 5 stars,https://www.amazon.com/HP-Laptop-i5-1135G7-i7-1065G7-Keyboard/dp/B09FD465LS/ref=sr_1_244?crid=2B401HKFWIGYU&keywords=hp+laptops&qid=1651286634&refinements=p_72%3A1248879011&rnid=1248877011&s=electronics&sprefix=Hp+%2Caps%2C654&sr=1-244,107.0,749.99,879.99,FREE Shipping by Amazon,More Buying Choices,749.99,14.7728951465,264
461,"HP Pavilion 15.6"" FHD IPS Touchscreen Premium Laptop | 11th Gen Intel Core i5-1135G7 | Intel Iris Xe Graphics | 12GB RAM | 256GB SSD | WiFi | HDMI | Windows 10 | Silver",https://m.media-amazon.com/images/I/61T+AmPtuDL._AC_UY218_.jpg,4.3 out of 5 stars,https://www.amazon.com/HP-Pavilion-Touchscreen-i5-1135G7-Graphics/dp/B08V121VZV/ref=sr_1_407?crid=2B401HKFWIGYU&keywords=hp+laptops&qid=1651286736&refinements=p_72%3A1248879011&rnid=1248877011&s=electronics&sprefix=Hp+%2Caps%2C654&sr=1-407,30.0,534.99,627.0,FREE Shipping by Amazon,More Buying Choices,534.99,14.6746411483,461
431,"Newest HP 15.6"" HD Touchscreen Premium Business Laptop | 10th Gen Intel Dual-Core i3-1005G1 Upto 3.4GHz | 8GB RAM | 256GB SSD | WiFi | HDMI | Bluetooth | Webcam | Windows 10",https://m.media-amazon.com/images/I/515tCraTyRL._AC_UY218_.jpg,4.3 out of 5 stars,https://www.amazon.com/HP-Touchscreen-Dual-Core-i3-1005G1-Bluetooth/dp/B0829VH8Y7/ref=sr_1_382?crid=2B401HKFWIGYU&keywords=hp+laptops&qid=1651286722&refinements=p_72%3A1248879011&rnid=1248877011&s=electronics&sprefix=Hp+%2Caps%2C654&sr=1-382,199.0,445.0,519.0,FREE Shipping by Amazon,More Buying Choices,445.0,14.2581888247,431
32,"2020 HP 14"" HD (1366 x 768) Thin and Light Laptop PC, Intel Celeron N4020 Dual-Core Processor, 4GB DDR4 Memory, 64GB eMMC, HDMI, WiFi, Bluetooth, Windows 10 S, 1 Year Microsoft 365, Snowflake White",https://m.media-amazon.com/images/I/71IyteItZhL._AC_UY218_.jpg,4.5 out of 5 stars,https://www.amazon.com/HP-Dual-Core-Processor-Bluetooth-Microsoft/dp/B08KLMKLZR/ref=sr_1_27?crid=2B401HKFWIGYU&keywords=hp+laptops&qid=1651286513&refinements=p_72%3A1248879011&rnid=1248877011&s=electronics&sprefix=Hp+%2Caps%2C654&sr=1-27,287.0,179.0,208.0,FREE Shipping by Amazon,-17%,179.0,13.9423076923,32
